kernel,backend,size,algorithm,trial,mean_best_ms,median_best_ms,std_best_ms,ci95_ms,min_best_ms,max_best_ms
matmul,sycl,1024,bayesian,15,2.2483456134796143,2.280192017555237,0.29170722967424,0.18080201411885732,1.829375982284546,2.570240020751953
matmul,sycl,1024,bayesian,16,2.236672008037567,2.280192017555237,0.3031481295508629,0.1878931573289026,1.829375982284546,2.570240020751953
matmul,sycl,1024,bayesian,17,2.231807994842529,2.280192017555237,0.29753968697721833,0.18441700860774377,1.829375982284546,2.5323519706726074
matmul,sycl,1024,bayesian,18,2.231807994842529,2.280192017555237,0.29753968697721833,0.18441700860774377,1.829375982284546,2.5323519706726074
matmul,sycl,1024,bayesian,19,2.231807994842529,2.280192017555237,0.29753968697721833,0.18441700860774377,1.829375982284546,2.5323519706726074
matmul,sycl,1024,bayesian,20,2.231807994842529,2.280192017555237,0.29753968697721833,0.18441700860774377,1.829375982284546,2.5323519706726074
matmul,sycl,1024,random,1,2.9315072178840635,2.9312000274658203,0.2881413352738457,0.1785918498714836,2.556928038597107,3.2916479110717773
matmul,sycl,1024,random,2,2.6365440130233764,2.638848066329956,0.3750156091025037,0.23243708264433982,2.024448037147522,3.2916479110717773
matmul,sycl,1024,random,3,2.5067007899284364,2.5927680134773254,0.30035039168437283,0.18615910143387768,2.024448037147522,2.9317119121551514
matmul,sycl,1024,random,4,2.43850240111351,2.519551992416382,0.348419659464617,0.21595274227573277,2.024448037147522,2.9317119121551514
matmul,sycl,1024,random,5,2.385920000076294,2.409215986728668,0.34681328280878865,0.21495709970927454,2.0024320483207703,2.9317119121551514
matmul,sycl,1024,random,6,2.3110656142234802,2.2379519939422607,0.31863814883645813,0.19749397074961594,1.997312068939209,2.7422720193862915
matmul,sycl,1024,random,7,2.3093248128890993,2.2379519939422607,0.31605770752454226,0.19589459665446274,1.997312068939209,2.7248640060424805
matmul,sycl,1024,random,8,2.3093248128890993,2.2379519939422607,0.31605770752454226,0.19589459665446274,1.997312068939209,2.7248640060424805
matmul,sycl,1024,random,9,2.300723206996918,2.2379519939422607,0.30573254411103296,0.18949499406883755,1.997312068939209,2.7248640060424805
matmul,sycl,1024,random,10,2.300723206996918,2.2379519939422607,0.30573254411103296,0.18949499406883755,1.997312068939209,2.7248640060424805
matmul,sycl,1024,random,11,2.2794239997863768,2.2379519939422607,0.33329489762641373,0.20657831776637456,1.8114559650421143,2.7248640060424805
matmul,sycl,1024,random,12,2.2245887994766234,2.1634560227394104,0.2816956860940908,0.17459679511982493,1.8114559650421143,2.588159918785095
matmul,sycl,1024,random,13,2.2203904032707213,2.1424640417099,0.28101486929017383,0.17417482049296493,1.8114559650421143,2.588159918785095
matmul,sycl,1024,random,14,2.2203904032707213,2.1424640417099,0.28101486929017383,0.17417482049296493,1.8114559650421143,2.588159918785095
matmul,sycl,1024,random,15,2.2171136021614073,2.1424640417099,0.2766323818442669,0.17145852663231764,1.8114559650421143,2.588159918785095
matmul,sycl,1024,random,16,2.201856017112732,2.1424640417099,0.2574350637954696,0.15955990563214928,1.8114559650421143,2.537984013557434
matmul,sycl,1024,random,17,2.199244809150696,2.1424640417099,0.25430262113832947,0.15761839755860843,1.8114559650421143,2.537984013557434
matmul,sycl,1024,random,18,2.181478404998779,2.0536320209503174,0.25713060980720187,0.15937120309520222,1.8114559650421143,2.537984013557434
matmul,sycl,1024,random,19,2.172416001558304,2.0536320209503174,0.2657936942859477,0.1647406384841989,1.8114559650421143,2.537984013557434
matmul,sycl,1024,random,20,2.172416001558304,2.0536320209503174,0.2657936942859477,0.1647406384841989,1.8114559650421143,2.537984013557434
matmul,cuda,1024,bayesian,1,0.48015680015087125,0.4166879951953888,0.15414312402760233,0.09553889808588589,0.2959839999675751,0.7353439927101135
matmul,cuda,1024,bayesian,2,0.38022720217704775,0.37245600670576096,0.06955404481121592,0.04311004360784826,0.2959839999675751,0.49403199553489685
matmul,cuda,1024,bayesian,3,0.3367600038647652,0.333407998085022,0.03226658995484545,0.01999903965046815,0.2959839999675751,0.38996800780296326
matmul,cuda,1024,bayesian,4,0.32706880420446394,0.3291200026869774,0.026285839772531735,0.016292132282722745,0.2959839999675751,0.37225601077079773
matmul,cuda,1024,bayesian,5,0.3257936030626297,0.3227439969778061,0.026629820019461518,0.016505333448602173,0.2959839999675751,0.37225601077079773
matmul,cuda,1024,bayesian,6,0.32129120379686354,0.3227439969778061,0.033935362758261575,0.02103335574987147,0.2557760030031204,0.37225601077079773
matmul,cuda,1024,bayesian,7,0.3143616020679474,0.3110639974474907,0.03390032859459627,0.02101164135026358,0.2557760030031204,0.37225601077079773
matmul,cuda,1024,bayesian,8,0.3078704014420509,0.3071199953556061,0.039922904832484084,0.024744472775835358,0.2557760030031204,0.37225601077079773
matmul,cuda,1024,bayesian,9,0.3050896018743515,0.30398400127887726,0.04083259582946488,0.025308305097247456,0.2557760030031204,0.37225601077079773
matmul,cuda,1024,bayesian,10,0.3014112010598183,0.29952000826597214,0.03961763127780951,0.02455526226636659,0.2557760030031204,0.37225601077079773
matmul,cuda,1024,bayesian,11,0.29847360253334043,0.29916800558567047,0.0382540841292571,0.023710126987821687,0.2557760030031204,0.37225601077079773
matmul,cuda,1024,bayesian,12,0.2943408012390137,0.2887520045042038,0.03999664564544116,0.024790177805224897,0.2557760030031204,0.37225601077079773
matmul,cuda,1024,bayesian,13,0.2943408012390137,0.2887520045042038,0.03999664564544116,0.024790177805224897,0.2557760030031204,0.37225601077079773
matmul,cuda,1024,bayesian,14,0.2880368001759052,0.2887520045042038,0.03366663750338883,0.020866798111310873,0.24401599913835526,0.342960000038147
matmul,cuda,1024,bayesian,15,0.2865696005523205,0.2887279987335205,0.032428181091547215,0.0200991948746361,0.24401599913835526,0.342960000038147
matmul,cuda,1024,bayesian,16,0.2864816002547741,0.28831200301647186,0.032398466338482826,0.020080777479876685,0.24401599913835526,0.342960000038147
matmul,cuda,1024,bayesian,17,0.28352960124611853,0.28831200301647186,0.027556908531843942,0.017079948861776488,0.24401599913835526,0.3242560029029846
matmul,cuda,1024,bayesian,18,0.27632160261273386,0.2645680010318756,0.02895640020255154,0.017947362785967078,0.24401599913835526,0.3242560029029846
matmul,cuda,1024,bayesian,19,0.27338080331683157,0.2645680010318756,0.025759700997553498,0.015966028091447385,0.24401599913835526,0.3242560029029846
matmul,cuda,1024,bayesian,20,0.2709440030157566,0.2645680010318756,0.02115294920239834,0.013110733747046476,0.24401599913835526,0.2998879998922348
matmul,cuda,1024,random,1,0.3959424003958702,0.3792480006814003,0.12495219850966283,0.07744617500346215,0.25144000351428986,0.647680014371872
matmul,cuda,1024,random,2,0.32908159792423247,0.31353599578142166,0.07228996513233334,0.04480578459129644,0.25144000351428986,0.5148159861564636
matmul,cuda,1024,random,3,0.32001120001077654,0.31353599578142166,0.050276358479321756,0.031161609829740144,0.25144000351428986,0.4349279999732971
matmul,cuda,1024,random,4,0.3182464003562927,0.31352799385786057,0.05085034564137088,0.03151737075857534,0.25144000351428986,0.4349279999732971
matmul,cuda,1024,random,5,0.29377440065145494,0.3017920032143593,0.037222788975389214,0.023070923629102888,0.24659200012683868,0.3529279977083206
matmul,cuda,1024,random,6,0.28950560092926025,0.3017920032143593,0.03172725010746155,0.019664753349746492,0.24659200012683868,0.33137600123882294
matmul,cuda,1024,random,7,0.28950560092926025,0.3017920032143593,0.03172725010746155,0.019664753349746492,0.24659200012683868,0.33137600123882294
matmul,cuda,1024,random,8,0.28768000155687334,0.29519200325012207,0.03072589582015157,0.019044107532382355,0.24659200012683868,0.33137600123882294
matmul,cuda,1024,random,9,0.27718560099601747,0.2598159983754158,0.03086812895209684,0.01913226454089687,0.24659200012683868,0.33137600123882294
matmul,cuda,1024,random,10,0.27718560099601747,0.2598159983754158,0.03086812895209684,0.01913226454089687,0.24659200012683868,0.33137600123882294
matmul,cuda,1024,random,11,0.27211679965257646,0.2573919966816902,0.028288031461540752,0.017533103548430233,0.24659200012683868,0.3285920023918152
matmul,cuda,1024,random,12,0.27211679965257646,0.2573919966816902,0.028288031461540752,0.017533103548430233,0.24659200012683868,0.3285920023918152
matmul,cuda,1024,random,13,0.27211679965257646,0.2573919966816902,0.028288031461540752,0.017533103548430233,0.24659200012683868,0.3285920023918152
matmul,cuda,1024,random,14,0.2668527990579605,0.2573919966816902,0.021472247452018634,0.013308636852500682,0.24659200012683868,0.3080800026655197
matmul,cuda,1024,random,15,0.2668527990579605,0.2573919966816902,0.021472247452018634,0.013308636852500682,0.24659200012683868,0.3080800026655197
matmul,cuda,1024,random,16,0.2668527990579605,0.2573919966816902,0.021472247452018634,0.013308636852500682,0.24659200012683868,0.3080800026655197
matmul,cuda,1024,random,17,0.2668527990579605,0.2573919966816902,0.021472247452018634,0.013308636852500682,0.24659200012683868,0.3080800026655197
matmul,cuda,1024,random,18,0.2668527990579605,0.2573919966816902,0.021472247452018634,0.013308636852500682,0.24659200012683868,0.3080800026655197
matmul,cuda,1024,random,19,0.26669279783964156,0.2573919966816902,0.021602114147395053,0.013389129064220075,0.24659200012683868,0.3080800026655197
matmul,cuda,1024,random,20,0.2661935970187187,0.2573919966816902,0.020711448993253972,0.012837089082372445,0.24659200012683868,0.3080800026655197
matmul,sycl,2048,bayesian,1,9.8860032081604,10.00985598564148,0.2907952438881272,0.18023675947240544,9.356287956237793,10.222591876983643
