kernel,backend,size,M,N,K,config_id,BM,BN,BK,TM,TN,algorithms,sample_count,mean_time_ms,best_time_ms,mean_gflops,best_gflops,threads_per_block,shared_memory_bytes,active_blocks_per_sm,theoretical_occupancy
matmul,sycl,1024,1024,1024,1024,32_64_16_4_2,32,64,16,4,2,bayesian,2,2.6124799847602844,2.572287917137146,822.204213135456,834.8535300784151,256,6144,8,1.0
matmul,sycl,1024,1024,1024,1024,32_64_16_4_4,32,64,16,4,4,bayesian,3,2.2731093366940818,1.9553280472755432,959.9775738089276,1098.272819741013,128,6144,8,0.5
matmul,sycl,1024,1024,1024,1024,32_64_32_1_2,32,64,32,1,2,bayesian;random,2,2.9931520223617554,2.7069441080093384,724.0861914702908,793.3239706154257,1024,12288,2,1.0
matmul,sycl,1024,1024,1024,1024,32_64_32_1_4,32,64,32,1,4,bayesian;random,3,3.1450453201929727,2.9081599712371826,686.1000357398676,738.4338101202949,512,12288,4,1.0
matmul,sycl,1024,1024,1024,1024,32_64_32_2_1,32,64,32,2,1,bayesian;random,3,2.732202649116516,2.570240020751953,790.1067493571765,835.518718353677,1024,12288,2,1.0
matmul,sycl,1024,1024,1024,1024,32_64_32_2_2,32,64,32,2,2,bayesian;random,3,2.8501333395640054,2.3848960399627686,767.0523210142067,900.4516809183536,512,12288,4,1.0
matmul,sycl,1024,1024,1024,1024,32_64_32_2_4,32,64,32,2,4,random,3,2.8475733200709024,2.6449919939041138,756.1302350364111,811.9055380694095,256,12288,4,0.5
matmul,sycl,1024,1024,1024,1024,32_64_32_4_1,32,64,32,4,1,bayesian;random,2,2.72051203250885,2.648576021194458,789.9197499633322,810.8068753984736,512,12288,4,1.0
matmul,sycl,1024,1024,1024,1024,32_64_32_4_2,32,64,32,4,2,random,1,2.714624047279358,2.714624047279358,791.0795788286943,791.0795788286943,256,12288,4,0.5
matmul,sycl,1024,1024,1024,1024,32_64_8_1_2,32,64,8,1,2,bayesian;random,5,2.8092415809631346,2.586624026298523,769.0767372447746,830.2264365312743,1024,3072,2,1.0
matmul,sycl,1024,1024,1024,1024,32_64_8_1_4,32,64,8,1,4,bayesian,1,2.8692480325698853,2.8692480325698853,748.4482427531975,748.4482427531975,512,3072,4,1.0
matmul,sycl,1024,1024,1024,1024,32_64_8_2_1,32,64,8,2,1,bayesian;random,3,2.5431040128072104,2.4227839708328247,846.2091172553235,886.3702558102235,1024,3072,2,1.0
matmul,sycl,1024,1024,1024,1024,32_64_8_2_2,32,64,8,2,2,bayesian;random,2,2.5561599731445312,2.325503945350647,847.0177655997563,923.4487227138183,512,3072,4,1.0
matmul,sycl,1024,1024,1024,1024,32_64_8_2_4,32,64,8,2,4,random,1,2.601472020149231,2.601472020149231,825.487889689781,825.487889689781,256,3072,8,1.0
matmul,sycl,1024,1024,1024,1024,32_64_8_4_1,32,64,8,4,1,random,1,2.4058879613876343,2.4058879613876343,892.5950345424251,892.5950345424251,512,3072,4,1.0
matmul,sycl,1024,1024,1024,1024,32_64_8_4_2,32,64,8,4,2,bayesian;random,3,2.544639984766642,2.20415997505188,852.1525735270372,974.2866544654746,256,3072,8,1.0
matmul,sycl,1024,1024,1024,1024,32_64_8_4_4,32,64,8,4,4,bayesian;random,3,2.295978625615438,1.8114559650421143,968.061607605229,1185.501436105886,128,3072,16,1.0
matmul,sycl,1024,1024,1024,1024,64_128_16_2_4,64,128,16,2,4,bayesian;random,4,4.033792018890381,3.7437440156936646,533.8486898671149,573.6192536129105,1024,12288,2,1.0
matmul,sycl,1024,1024,1024,1024,64_128_16_4_2,64,128,16,4,2,bayesian;random,3,2.832213362058004,2.6839040517807007,759.606118740286,800.1342844485072,1024,12288,2,1.0
matmul,sycl,1024,1024,1024,1024,64_128_32_2_4,64,128,32,2,4,random,3,3.4539519945780435,3.215872049331665,624.3287882813404,667.7764584714428,1024,24576,2,1.0
matmul,sycl,1024,1024,1024,1024,64_128_32_4_2,64,128,32,4,2,bayesian;random,2,2.4340479969978333,2.160640001296997,893.5424404181331,993.910899877305,1024,24576,2,1.0
matmul,sycl,1024,1024,1024,1024,64_128_32_4_4,64,128,32,4,4,bayesian;random,5,3.0078975915908814,2.7412480115890503,716.8456658291763,783.3963358737263,512,24576,2,0.5
matmul,sycl,1024,1024,1024,1024,64_128_8_2_4,64,128,8,2,4,bayesian;random,3,2.6927786668141684,2.531839966773987,801.9212869111523,848.1909110299239,1024,6144,2,1.0
matmul,sycl,1024,1024,1024,1024,64_128_8_4_2,64,128,8,4,2,random,1,2.96345591545105,2.96345591545105,724.6551692580668,724.6551692580668,1024,6144,2,1.0
matmul,sycl,1024,1024,1024,1024,64_32_16_1_2,64,32,16,1,2,random,1,3.1800320148468018,3.1800320148468018,675.302524620481,675.302524620481,1024,6144,2,1.0
matmul,sycl,1024,1024,1024,1024,64_32_16_1_4,64,32,16,1,4,bayesian;random,4,2.853887975215912,2.32806396484375,762.5555247871175,922.4332666238104,512,6144,4,1.0
matmul,sycl,1024,1024,1024,1024,64_32_16_2_1,64,32,16,2,1,random,1,2.978816032409668,2.978816032409668,720.9185208603922,720.9185208603922,1024,6144,2,1.0
matmul,sycl,1024,1024,1024,1024,64_32_16_2_2,64,32,16,2,2,bayesian;random,3,3.0178987185160318,2.941952109336853,712.0778858546985,729.9519394569837,512,6144,4,1.0
matmul,sycl,1024,1024,1024,1024,64_32_16_2_4,64,32,16,2,4,random,2,2.67468798160553,2.4401919841766357,809.1104465212767,880.0470052870038,256,6144,8,1.0
matmul,sycl,1024,1024,1024,1024,64_32_16_4_1,64,32,16,4,1,bayesian;random,4,2.115968018770218,1.971712052822113,1019.7391218349799,1089.1466859607137,512,6144,4,1.0
matmul,sycl,1024,1024,1024,1024,64_32_16_4_2,64,32,16,4,2,bayesian;random,6,2.2458880146344504,1.9440640211105347,973.348040029128,1104.6362798141097,256,6144,8,1.0
matmul,sycl,1024,1024,1024,1024,64_32_16_4_4,64,32,16,4,4,random,1,1.997312068939209,1.997312068939209,1075.186838049073,1075.186838049073,128,6144,8,0.5
matmul,sycl,1024,1024,1024,1024,64_32_32_1_2,64,32,32,1,2,random,1,2.6347519159317017,2.6347519159317017,815.0610442731593,815.0610442731593,1024,12288,2,1.0
matmul,sycl,1024,1024,1024,1024,64_32_32_1_4,64,32,32,1,4,random,1,2.8006399869918823,2.8006399869918823,766.7831845486767,766.7831845486767,512,12288,4,1.0
matmul,sycl,1024,1024,1024,1024,64_32_32_2_1,64,32,32,2,1,bayesian;random,6,2.5703253149986267,2.251263976097107,843.9358142606368,953.901306466501,1024,12288,2,1.0
matmul,sycl,1024,1024,1024,1024,64_32_32_2_2,64,32,32,2,2,random,2,2.649344027042389,2.2236160039901733,832.057108484608,965.7619139934425,512,12288,4,1.0
matmul,sycl,1024,1024,1024,1024,64_32_32_2_4,64,32,32,2,4,random,3,2.88426665465037,2.579967975616455,749.5747718876669,832.3683349158171,256,12288,4,0.5
matmul,sycl,1024,1024,1024,1024,64_32_32_4_1,64,32,32,4,1,bayesian;random,5,2.5277439832687376,2.028032064437866,859.8344554919166,1058.9002440625827,512,12288,4,1.0
matmul,sycl,1024,1024,1024,1024,64_32_32_4_2,64,32,32,4,2,random,2,2.5482239723205566,2.1882879734039307,859.8935605324026,981.3533109445103,256,12288,4,0.5
matmul,sycl,1024,1024,1024,1024,64_32_32_4_4,64,32,32,4,4,bayesian;random,7,2.358784011432103,1.829375982284546,930.4312450065116,1173.888620379829,128,12288,4,0.25
matmul,sycl,1024,1024,1024,1024,64_32_8_1_2,64,32,8,1,2,bayesian;random,3,2.671445290247599,2.3111679553985596,820.3029297238121,929.1768012721809,1024,3072,2,1.0
matmul,sycl,1024,1024,1024,1024,64_32_8_2_1,64,32,8,2,1,bayesian;random,2,2.4847359657287598,2.279423952102661,870.2118206084999,942.1168212341752,1024,3072,2,1.0
matmul,sycl,1024,1024,1024,1024,64_32_8_2_2,64,32,8,2,2,random,2,2.604032039642334,2.224128007888794,842.6105558023836,965.539591418775,512,3072,4,1.0
matmul,sycl,1024,1024,1024,1024,64_32_8_2_4,64,32,8,2,4,bayesian;random,5,2.4481791973114015,2.064895987510681,884.5550913541936,1039.9960390202907,256,3072,8,1.0
matmul,sycl,1024,1024,1024,1024,64_64_16_1_4,64,64,16,1,4,random,3,3.2610986630121865,3.0837759971618652,660.7832302325814,696.3812060202894,1024,8192,2,1.0
matmul,sycl,1024,1024,1024,1024,64_64_16_2_2,64,64,16,2,2,bayesian;random,2,3.079680025577545,3.055616021156311,697.3499694126181,702.7989227479393,1024,8192,2,1.0
matmul,sycl,1024,1024,1024,1024,64_64_16_2_4,64,64,16,2,4,random,1,3.159551978111267,3.159551978111267,679.6797972868716,679.6797972868716,512,8192,4,1.0
matmul,sycl,1024,1024,1024,1024,64_64_16_4_1,64,64,16,4,1,bayesian;random,2,2.3741440176963806,2.0423680543899536,922.5458663913143,1051.4675077217871,1024,8192,2,1.0
matmul,sycl,1024,1024,1024,1024,64_64_16_4_2,64,64,16,4,2,bayesian;random,4,2.3975679874420166,1.9425280094146729,916.3730162007107,1105.5097468824065,512,8192,4,1.0
matmul,sycl,1024,1024,1024,1024,64_64_16_4_4,64,64,16,4,4,bayesian;random,5,2.4756224036216734,1.9655680060386658,881.3577033695049,1092.551181847918,256,8192,6,0.75
matmul,sycl,1024,1024,1024,1024,64_64_32_1_4,64,64,32,1,4,random,2,3.4216960072517395,3.0986239910125732,633.2533410847727,693.0442848918374,1024,16384,2,1.0
matmul,sycl,1024,1024,1024,1024,64_64_32_2_2,64,64,32,2,2,bayesian;random,4,3.00902396440506,2.693631887435913,717.0791888474115,797.2446636144498,1024,16384,2,1.0
matmul,sycl,1024,1024,1024,1024,64_64_32_2_4,64,64,32,2,4,bayesian;random,3,2.8731732765833535,2.42739200592041,758.6141647963788,884.6876164881019,512,16384,3,0.75
matmul,sycl,1024,1024,1024,1024,64_64_32_4_1,64,64,32,4,1,bayesian;random,7,2.422930291720799,1.960960030555725,898.3860049921324,1095.1185207948452,1024,16384,2,1.0
matmul,sycl,1024,1024,1024,1024,64_64_32_4_2,64,64,32,4,2,bayesian;random,9,2.5205191241370306,2.085376024246216,860.0740738291372,1029.782457950831,512,16384,3,0.75
matmul,sycl,1024,1024,1024,1024,64_64_32_4_4,64,64,32,4,4,bayesian;random,8,2.300032027065754,2.0316160321235657,940.3218761083353,1057.0322413509027,256,16384,3,0.375
matmul,sycl,1024,1024,1024,1024,64_64_8_1_4,64,64,8,1,4,bayesian;random,4,2.9719039499759674,2.7601919174194336,725.584252955741,778.0196856774116,1024,4096,2,1.0
matmul,sycl,1024,1024,1024,1024,64_64_8_2_2,64,64,8,2,2,bayesian;random,7,2.833261694226946,2.4581120014190674,762.7814388017791,873.6313263025681,1024,4096,2,1.0
matmul,sycl,1024,1024,1024,1024,64_64_8_4_1,64,64,8,4,1,bayesian,2,2.4522239565849304,2.2425599098205566,882.1778790830626,957.6036914758882,1024,4096,2,1.0
matmul,sycl,1024,1024,1024,1024,64_64_8_4_2,64,64,8,4,2,bayesian,4,2.702976018190384,2.582527995109558,796.4036537620955,831.543221241595,512,4096,4,1.0
matmul,sycl,1024,1024,1024,1024,64_64_8_4_4,64,64,8,4,4,bayesian;random,2,2.281727969646454,2.1985279321670532,942.4185359281337,976.782517328884,256,4096,8,1.0
matmul,sycl,2048,2048,2048,2048,128_128_16_4_4,128,128,16,4,4,bayesian;random,4,7.566464066505432,6.998016119003296,2275.0505398681807,2454.962791146996,1024,16384,2,1.0
matmul,sycl,2048,2048,2048,2048,128_128_32_4_4,128,128,32,4,4,bayesian,2,7.5491838455200195,7.475199937820435,2275.9439607955965,2298.248786240383,1024,32768,1,0.5
matmul,sycl,2048,2048,2048,2048,128_32_16_1_4,128,32,16,1,4,bayesian;random,3,8.499711990356445,8.352255821228027,2021.633868593124,2056.9136711947663,1024,10240,2,1.0
matmul,sycl,2048,2048,2048,2048,128_32_16_2_4,128,32,16,2,4,bayesian;random,2,7.692544102668762,7.648256063461304,2233.388384891605,2246.24660072182,512,10240,4,1.0
matmul,sycl,2048,2048,2048,2048,128_32_16_4_1,128,32,16,4,1,bayesian;random,2,5.887744069099426,5.466624021530151,2932.907710848306,3142.6835129574574,1024,10240,2,1.0
matmul,sycl,2048,2048,2048,2048,128_32_16_4_2,128,32,16,4,2,bayesian;random,5,4.786175966262817,4.44927978515625,3602.6752229257163,3861.2696916286814,512,10240,4,1.0
matmul,sycl,2048,2048,2048,2048,128_32_16_4_4,128,32,16,4,4,bayesian;random,2,5.066496014595032,4.637183904647827,3415.4008044863076,3704.8065242313764,256,10240,4,0.5
matmul,sycl,2048,2048,2048,2048,128_32_32_1_4,128,32,32,1,4,bayesian;random,3,9.353045463562012,9.20627212524414,1837.211506247665,1866.1048631065105,1024,20480,2,1.0
matmul,sycl,2048,2048,2048,2048,128_32_32_2_2,128,32,32,2,2,bayesian,1,8.16435194015503,8.16435194015503,2104.2538721908377,2104.2538721908377,1024,20480,2,1.0
matmul,sycl,2048,2048,2048,2048,128_32_32_2_4,128,32,32,2,4,bayesian;random,3,8.14847993850708,8.068096160888672,2108.6934880113677,2129.358505576822,512,20480,2,0.5
matmul,sycl,2048,2048,2048,2048,128_32_32_4_1,128,32,32,4,1,bayesian;random,5,5.658009672164917,5.352960109710693,3038.8619391483408,3209.4147596643506,1024,20480,2,1.0
matmul,sycl,2048,2048,2048,2048,128_32_32_4_2,128,32,32,4,2,random,1,4.87116813659668,4.87116813659668,3526.8479145544325,3526.8479145544325,512,20480,2,0.5
matmul,sycl,2048,2048,2048,2048,128_32_32_4_4,128,32,32,4,4,bayesian;random,4,5.117824018001556,4.507136106491089,3374.98061909505,3811.7041016928442,256,20480,2,0.25
matmul,sycl,2048,2048,2048,2048,128_32_8_1_4,128,32,8,1,4,bayesian;random,3,7.561386664708455,7.505919933319092,2272.114839483367,2288.8425851357465,1024,5120,2,1.0
matmul,sycl,2048,2048,2048,2048,128_32_8_2_2,128,32,8,2,2,bayesian,2,7.448576092720032,7.22432017326355,2308.5561186204395,2378.0603256733957,1024,5120,2,1.0
matmul,sycl,2048,2048,2048,2048,128_32_8_2_4,128,32,8,2,4,bayesian;random,2,6.024191975593567,5.8567681312561035,2854.0174485405714,2933.3360650416303,512,5120,4,1.0
matmul,sycl,2048,2048,2048,2048,128_32_8_4_1,128,32,8,4,1,bayesian;random,2,6.807295918464661,6.669312000274658,2524.780916980002,2575.9582372653267,1024,5120,2,1.0
matmul,sycl,2048,2048,2048,2048,128_32_8_4_2,128,32,8,4,2,bayesian,2,6.0321279764175415,6.025727987289429,2848.064329922943,2851.086079597176,512,5120,4,1.0
matmul,sycl,2048,2048,2048,2048,128_32_8_4_4,128,32,8,4,4,bayesian;random,2,5.273856043815613,5.01913595199585,3265.170539699735,3422.873846875668,256,5120,8,1.0
matmul,sycl,2048,2048,2048,2048,128_64_16_2_4,128,64,16,2,4,bayesian,2,7.795199751853943,7.522303819656372,2206.608011753042,2283.857392080821,1024,12288,2,1.0
matmul,sycl,2048,2048,2048,2048,128_64_16_4_2,128,64,16,4,2,bayesian;random,2,5.287935972213745,5.06060791015625,3254.8954417292484,3394.823208793024,1024,12288,2,1.0
matmul,sycl,2048,2048,2048,2048,128_64_16_4_4,128,64,16,4,4,random,1,5.100032091140747,5.100032091140747,3368.5806043932757,3368.5806043932757,512,12288,4,1.0
matmul,sycl,2048,2048,2048,2048,128_64_32_2_4,128,64,32,2,4,random,1,8.186880111694336,8.186880111694336,2098.463511082795,2098.463511082795,1024,24576,2,1.0
matmul,sycl,2048,2048,2048,2048,128_64_32_4_2,128,64,32,4,2,bayesian,2,4.785663962364197,4.452863931655884,3607.305931870794,3858.1617241583513,1024,24576,2,1.0
matmul,sycl,2048,2048,2048,2048,128_64_32_4_4,128,64,32,4,4,bayesian,2,5.040127873420715,4.974079847335815,3409.2031702391264,3453.8788502162406,512,24576,2,0.5
matmul,sycl,2048,2048,2048,2048,128_64_8_4_2,128,64,8,4,2,bayesian;random,2,6.2172160148620605,6.129663944244385,2763.821737836449,2802.7424244246713,1024,6144,2,1.0
matmul,sycl,2048,2048,2048,2048,128_64_8_4_4,128,64,8,4,4,random,3,5.029205322265625,4.803583860397339,3426.4380197432606,3576.469087099258,512,6144,4,1.0
matmul,sycl,2048,2048,2048,2048,32_128_16_1_4,32,128,16,1,4,bayesian;random,5,17.341849517822265,16.926719665527344,990.9067917459544,1014.9556159418305,1024,10240,2,1.0
matmul,sycl,2048,2048,2048,2048,32_128_16_2_2,32,128,16,2,2,bayesian;random,2,8.329471826553345,8.249343872070312,2062.73093030562,2082.574014421394,1024,10240,2,1.0
matmul,sycl,2048,2048,2048,2048,32_128_16_2_4,32,128,16,2,4,random,2,10.640384197235107,10.636288166046143,1614.5912977755338,1615.212837016085,512,10240,4,1.0
matmul,sycl,2048,2048,2048,2048,32_128_16_4_1,32,128,16,4,1,bayesian;random,2,5.589247941970825,5.395967960357666,3077.415431633797,3183.834542794663,1024,10240,2,1.0
matmul,sycl,2048,2048,2048,2048,32_128_16_4_4,32,128,16,4,4,bayesian;random,3,6.756864070892334,6.742528200149536,2542.586228079332,2547.9862559001213,256,10240,4,0.5
matmul,sycl,2048,2048,2048,2048,32_128_32_1_4,32,128,32,1,4,bayesian,1,16.99379253387451,16.99379253387451,1010.9496835244148,1010.9496835244148,1024,20480,2,1.0
matmul,sycl,2048,2048,2048,2048,32_128_32_2_2,32,128,32,2,2,random,1,7.491072177886963,7.491072177886963,2293.3792087484594,2293.3792087484594,1024,20480,2,1.0
matmul,sycl,2048,2048,2048,2048,32_128_32_2_4,32,128,32,2,4,bayesian;random,2,10.541568040847778,10.253312110900879,1630.945668691704,1675.5433754654855,512,20480,2,0.5
matmul,sycl,2048,2048,2048,2048,32_128_32_4_1,32,128,32,4,1,random,2,6.06822407245636,6.003712177276611,2831.439787318519,2861.5411060216893,1024,20480,2,1.0
matmul,sycl,2048,2048,2048,2048,32_128_32_4_2,32,128,32,4,2,bayesian;random,3,4.7371946175893145,4.345855951309204,3639.723872702352,3953.161212999825,512,20480,2,0.5
matmul,sycl,2048,2048,2048,2048,32_128_8_1_4,32,128,8,1,4,bayesian;random,2,7.786239981651306,7.656447887420654,2207.0529951991603,2243.843285634593,1024,5120,2,1.0
matmul,sycl,2048,2048,2048,2048,32_128_8_2_2,32,128,8,2,2,random,2,7.606784105300903,7.605760097503662,2258.4931105590686,2258.797143712003,1024,5120,2,1.0
matmul,sycl,2048,2048,2048,2048,32_128_8_2_4,32,128,8,2,4,random,4,5.408128023147583,4.996096134185791,3184.3507530380384,3438.658649189461,512,5120,4,1.0
matmul,sycl,2048,2048,2048,2048,32_128_8_4_1,32,128,8,4,1,bayesian,1,6.830591917037964,6.830591917037964,2515.13622723489,2515.13622723489,1024,5120,2,1.0
matmul,sycl,2048,2048,2048,2048,32_128_8_4_2,32,128,8,4,2,bayesian;random,4,5.603071987628937,5.140992164611816,3078.904633075806,3341.7419505631965,512,5120,4,1.0
matmul,sycl,2048,2048,2048,2048,32_128_8_4_4,32,128,8,4,4,bayesian;random,2,6.596864104270935,6.410752058029175,2606.3222990131644,2679.8523836970107,256,5120,8,1.0
matmul,sycl,2048,2048,2048,2048,32_32_16_1_2,32,32,16,1,2,random,2,7.367936015129089,7.1935999393463135,2333.0133342089007,2388.215820848267,512,4096,4,1.0
matmul,sycl,2048,2048,2048,2048,32_32_16_1_4,32,32,16,1,4,bayesian;random,3,8.069973309834799,7.8023681640625,2130.9334040361664,2201.8788171429824,256,4096,8,1.0
matmul,sycl,2048,2048,2048,2048,32_32_16_2_1,32,32,16,2,1,bayesian;random,3,6.570837338765462,6.541823863983154,2614.5904728724563,2626.1589338389194,512,4096,4,1.0
matmul,sycl,2048,2048,2048,2048,32_32_16_2_2,32,32,16,2,2,bayesian;random,2,7.7954559326171875,7.475200176239014,2207.5570511210617,2298.248712938639,256,4096,8,1.0
matmul,sycl,2048,2048,2048,2048,32_32_16_2_4,32,32,16,2,4,bayesian;random,3,7.9911253452301025,7.580672025680542,2153.246657764463,2266.2725845150526,128,4096,12,0.75
matmul,sycl,2048,2048,2048,2048,32_32_16_4_1,32,32,16,4,1,bayesian;random,2,5.543680191040039,5.239296197891235,3108.3716472794667,3279.0414084461813,256,4096,8,1.0
matmul,sycl,2048,2048,2048,2048,32_32_16_4_2,32,32,16,4,2,bayesian;random,7,4.537709678922381,4.334591865539551,3793.5407400102936,3963.434094125844,128,4096,12,0.75
matmul,sycl,2048,2048,2048,2048,32_32_16_4_4,32,32,16,4,4,bayesian,3,5.262847900390625,5.202431917190552,3264.880233132291,3302.27660014772,64,4096,12,0.375
matmul,sycl,2048,2048,2048,2048,32_32_32_1_1,32,32,32,1,1,bayesian;random,22,9.873384735801004,9.22111988067627,1741.4877365687553,1863.100079633716,1024,8192,2,1.0
matmul,sycl,2048,2048,2048,2048,32_32_32_1_2,32,32,32,1,2,bayesian;random,4,9.510272026062012,9.030655860900879,1808.0984088745918,1902.3944050821324,512,8192,4,1.0
matmul,sycl,2048,2048,2048,2048,32_32_32_1_4,32,32,32,1,4,random,3,9.417386690775553,9.070591926574707,1825.6726613288104,1894.0185296691623,256,8192,6,0.75
matmul,sycl,2048,2048,2048,2048,32_32_32_2_2,32,32,32,2,2,bayesian;random,3,7.538517236709595,7.473664045333862,2279.053375055021,2298.72109313318,256,8192,6,0.75
matmul,sycl,2048,2048,2048,2048,32_32_32_2_4,32,32,32,2,4,bayesian,1,7.927808046340942,7.927808046340942,2167.0389953411295,2167.0389953411295,128,8192,6,0.375
matmul,sycl,2048,2048,2048,2048,32_32_32_4_1,32,32,32,4,1,bayesian,1,5.683711767196655,5.683711767196655,3022.6496148437745,3022.6496148437745,256,8192,6,0.75
matmul,sycl,2048,2048,2048,2048,32_32_32_4_2,32,32,32,4,2,bayesian;random,9,4.585415177875095,4.13593602180481,3763.0281370162675,4153.804385132431,128,8192,6,0.375
matmul,sycl,2048,2048,2048,2048,32_32_32_4_4,32,32,32,4,4,bayesian;random,3,5.1566933790842695,5.06112003326416,3332.2519630667207,3394.4796944323557,64,8192,6,0.1875
matmul,sycl,2048,2048,2048,2048,32_32_8_1_1,32,32,8,1,1,bayesian,1,11.804672241210938,11.804672241210938,1455.344869637623,1455.344869637623,1024,2048,2,1.0
matmul,sycl,2048,2048,2048,2048,32_32_8_1_2,32,32,8,1,2,bayesian,2,7.890432000160217,7.853568077087402,2177.3515294611366,2187.5240674518195,512,2048,4,1.0
matmul,sycl,2048,2048,2048,2048,32_32_8_1_4,32,32,8,1,4,random,1,7.182336091995239,7.182336091995239,2391.961189778779,2391.961189778779,256,2048,8,1.0
matmul,sycl,2048,2048,2048,2048,32_32_8_2_1,32,32,8,2,1,random,1,7.497728109359741,7.497728109359741,2291.343315390914,2291.343315390914,512,2048,4,1.0
matmul,sycl,2048,2048,2048,2048,32_32_8_2_2,32,32,8,2,2,random,1,5.720576047897339,5.720576047897339,3003.171191180065,3003.171191180065,256,2048,8,1.0
matmul,sycl,2048,2048,2048,2048,32_32_8_4_1,32,32,8,4,1,bayesian;random,4,5.948800027370453,5.574144124984741,2894.928026065572,3082.064044055737,256,2048,8,1.0
matmul,sycl,2048,2048,2048,2048,32_32_8_4_2,32,32,8,4,2,bayesian;random,2,5.132287979125977,4.932096004486084,3352.5102675817916,3483.279556678077,128,2048,16,1.0
matmul,sycl,2048,2048,2048,2048,32_32_8_4_4,32,32,8,4,4,bayesian;random,5,4.981350421905518,4.574720144271851,3459.1769678263,3755.392382966081,64,2048,24,0.75
matmul,sycl,2048,2048,2048,2048,32_64_16_1_2,32,64,16,1,2,bayesian;random,2,7.2750080823898315,7.14137601852417,2362.2884755613704,2405.6805214340716,1024,6144,2,1.0
matmul,sycl,2048,2048,2048,2048,32_64_16_1_4,32,64,16,1,4,random,2,10.313727855682373,10.281983852386475,1665.744158904714,1670.8710527698902,512,6144,4,1.0
matmul,sycl,2048,2048,2048,2048,32_64_16_2_1,32,64,16,2,1,bayesian;random,4,6.992256045341492,6.703616142272949,2460.5227227226887,2562.7763910382464,1024,6144,2,1.0
matmul,sycl,2048,2048,2048,2048,32_64_16_2_2,32,64,16,2,2,random,3,7.689045349756877,7.266816139221191,2237.8004292755245,2364.153551549912,512,6144,4,1.0
matmul,sycl,2048,2048,2048,2048,32_64_16_4_2,32,64,16,4,2,bayesian,4,4.533120036125183,4.176896095275879,3801.2522218000395,4113.070756878689,256,6144,8,1.0
matmul,sycl,2048,2048,2048,2048,32_64_16_4_4,32,64,16,4,4,bayesian,2,4.925183892250061,4.546047925949097,3508.961379825607,3779.07788563696,128,6144,8,0.5
matmul,sycl,2048,2048,2048,2048,32_64_32_1_2,32,64,32,1,2,bayesian;random,2,11.15776014328003,11.020287990570068,1539.9575977059103,1558.9310550414484,1024,12288,2,1.0
matmul,sycl,2048,2048,2048,2048,32_64_32_1_4,32,64,32,1,4,bayesian;random,3,11.047253131866455,10.866687774658203,1555.3383175244687,1580.9664858563924,512,12288,4,1.0
matmul,sycl,2048,2048,2048,2048,32_64_32_2_1,32,64,32,2,1,bayesian;random,3,7.814826647440593,7.505919933319092,2200.1441170323196,2288.8425851357465,1024,12288,2,1.0
matmul,sycl,2048,2048,2048,2048,32_64_32_2_2,32,64,32,2,2,random,1,7.921663761138916,7.921663761138916,2168.7198172028966,2168.7198172028966,512,12288,4,1.0
matmul,sycl,2048,2048,2048,2048,32_64_32_2_4,32,64,32,2,4,random,3,7.578111966451009,7.152127981185913,2270.740697026403,2402.0640051733753,256,12288,4,0.5
matmul,sycl,2048,2048,2048,2048,32_64_32_4_1,32,64,32,4,1,bayesian;random,3,5.227690696716309,4.981760025024414,3299.217969389957,3448.554145061575,512,12288,4,1.0
matmul,sycl,2048,2048,2048,2048,32_64_32_4_2,32,64,32,4,2,random,1,4.7078399658203125,4.7078399658203125,3649.2041591746233,3649.2041591746233,256,12288,4,0.5
matmul,sycl,2048,2048,2048,2048,32_64_8_1_2,32,64,8,1,2,bayesian;random,6,8.530090729395548,7.837696075439453,2018.177781987059,2191.953989876641,1024,3072,2,1.0
matmul,sycl,2048,2048,2048,2048,32_64_8_1_4,32,64,8,1,4,bayesian,2,7.213312029838562,7.098880052566528,2382.288995459111,2420.0816265079434,512,3072,4,1.0
matmul,sycl,2048,2048,2048,2048,32_64_8_2_1,32,64,8,2,1,random,2,7.857663989067078,7.5443198680877686,2189.86615220559,2277.192574597784,1024,3072,2,1.0
matmul,sycl,2048,2048,2048,2048,32_64_8_2_2,32,64,8,2,2,bayesian;random,2,6.0075520277023315,5.829632043838501,2862.222579055596,2946.9903168516234,512,3072,4,1.0
matmul,sycl,2048,2048,2048,2048,32_64_8_2_4,32,64,8,2,4,bayesian;random,2,4.908800005912781,4.669440031051636,3508.1516162160874,3679.214010621057,256,3072,8,1.0
matmul,sycl,2048,2048,2048,2048,32_64_8_4_1,32,64,8,4,1,random,1,6.407679796218872,6.407679796218872,2681.1372806328,2681.1372806328,512,3072,4,1.0
matmul,sycl,2048,2048,2048,2048,32_64_8_4_2,32,64,8,4,2,bayesian;random,2,4.597759962081909,4.365823984146118,3746.1066228016944,3935.080581898469,256,3072,8,1.0
matmul,sycl,2048,2048,2048,2048,32_64_8_4_4,32,64,8,4,4,random,2,5.234687924385071,5.063679933547974,3285.4343190401487,3392.7636441196955,128,3072,16,1.0
matmul,sycl,2048,2048,2048,2048,64_128_16_2_4,64,128,16,2,4,bayesian;random,3,10.330624262491861,10.020352363586426,1664.574352425708,1714.4975107293615,1024,12288,2,1.0
matmul,sycl,2048,2048,2048,2048,64_128_16_4_2,64,128,16,4,2,random,1,5.539328098297119,5.539328098297119,3101.4355674799936,3101.4355674799936,1024,12288,2,1.0
