kernel,backend,size,M,N,K,config_id,BM,BN,BK,TM,TN,algorithms,sample_count,mean_time_ms,best_time_ms,mean_gflops,best_gflops,threads_per_block,shared_memory_bytes,active_blocks_per_sm,theoretical_occupancy
stencil,cuda,2048,2048,2048,512,16_128_8_4_1,16,128,8,4,1,bayesian;random,4,16.693908214569092,16.189807891845703,770.8686062717122,794.3113616855856,512,9936,4,1.0
stencil,cuda,2048,2048,2048,512,16_128_8_4_2,16,128,8,4,2,random,2,17.538064002990723,16.77734375,734.6300363517444,766.4948959515716,256,9936,4,0.5
stencil,cuda,2048,2048,2048,512,16_128_8_4_4,16,128,8,4,4,random,1,23.119215965270996,23.119215965270996,556.2363521028367,556.2363521028367,128,9936,4,0.25
stencil,cuda,2048,2048,2048,512,16_32_0_1_1,16,32,0,1,1,bayesian,1,23.648752212524414,23.648752212524414,543.7812632325463,543.7812632325463,512,2448,4,1.0
stencil,cuda,2048,2048,2048,512,16_32_0_1_2,16,32,0,1,2,bayesian,2,21.26965618133545,21.13492774963379,604.629630103193,608.4595369493433,256,2448,8,1.0
stencil,cuda,2048,2048,2048,512,16_32_0_2_2,16,32,0,2,2,bayesian,1,18.52558422088623,18.52558422088623,694.1615551050521,694.1615551050521,128,2448,16,1.0
stencil,cuda,2048,2048,2048,512,16_32_0_2_4,16,32,0,2,4,bayesian,1,24.646719932556152,24.646719932556152,521.763073836588,521.763073836588,64,2448,20,0.625
stencil,cuda,2048,2048,2048,512,16_32_0_4_1,16,32,0,4,1,random,1,17.93889617919922,17.93889617919922,716.8639710904471,716.8639710904471,128,2448,16,1.0
stencil,cuda,2048,2048,2048,512,16_32_0_4_2,16,32,0,4,2,bayesian,1,19.35308837890625,19.35308837890625,664.4804229807778,664.4804229807778,64,2448,20,0.625
stencil,cuda,2048,2048,2048,512,16_32_0_4_4,16,32,0,4,4,random,3,25.28342914581299,25.24672031402588,508.6241636623938,509.36312487510446,32,2448,20,0.3125
stencil,cuda,2048,2048,2048,512,16_32_1_1_1,16,32,1,1,1,bayesian,1,23.643903732299805,23.643903732299805,543.8927724287919,543.8927724287919,512,2520,4,1.0
stencil,cuda,2048,2048,2048,512,16_32_1_1_2,16,32,1,1,2,bayesian;random,2,21.31391954421997,21.041855812072754,603.4480880528756,611.1508636335074,256,2520,8,1.0
stencil,cuda,2048,2048,2048,512,16_32_1_1_4,16,32,1,1,4,bayesian;random,4,23.482128143310547,23.445616722106934,547.640374035177,548.4926459569097,128,2520,16,1.0
stencil,cuda,2048,2048,2048,512,16_32_1_2_1,16,32,1,2,1,random,2,21.9207763671875,21.05332851409912,587.5666675174843,610.8178259503245,256,2520,8,1.0
stencil,cuda,2048,2048,2048,512,16_32_1_2_2,16,32,1,2,2,bayesian;random,4,19.060783624649048,18.637503623962402,674.8957475903744,689.9930705025381,128,2520,16,1.0
stencil,cuda,2048,2048,2048,512,16_32_1_2_4,16,32,1,2,4,random,1,24.373663902282715,24.373663902282715,527.6083400327688,527.6083400327688,64,2520,19,0.59375
stencil,cuda,2048,2048,2048,512,16_32_1_4_1,16,32,1,4,1,random,1,17.280240058898926,17.280240058898926,744.1880615181342,744.1880615181342,128,2520,16,1.0
stencil,cuda,2048,2048,2048,512,16_32_1_4_2,16,32,1,4,2,bayesian;random,4,18.16920804977417,17.22150421142578,709.1562718425188,746.7261973241611,64,2520,19,0.59375
stencil,cuda,2048,2048,2048,512,16_32_1_4_4,16,32,1,4,4,bayesian,2,25.330016136169434,25.306848526000977,507.68854787501266,508.1528954025045,32,2520,19,0.296875
stencil,cuda,2048,2048,2048,512,16_32_2_1_1,16,32,2,1,1,random,3,23.672661463419598,23.656831741333008,543.2324849223327,543.5955453633954,512,2592,4,1.0
stencil,cuda,2048,2048,2048,512,16_32_2_1_2,16,32,2,1,2,bayesian;random,7,21.962073053632462,21.34828758239746,586.614324439181,602.3784484992318,256,2592,8,1.0
stencil,cuda,2048,2048,2048,512,16_32_2_1_4,16,32,2,1,4,bayesian,2,23.841615676879883,23.839359283447266,539.3824244744544,539.433472145751,128,2592,16,1.0
stencil,cuda,2048,2048,2048,512,16_32_2_2_1,16,32,2,2,1,bayesian;random,3,20.32371711730957,20.04540729522705,632.8065310488824,641.5309084321771,256,2592,8,1.0
stencil,cuda,2048,2048,2048,512,16_32_2_2_2,16,32,2,2,2,bayesian,1,18.64033603668213,18.64033603668213,689.8882255498737,689.8882255498737,128,2592,16,1.0
stencil,cuda,2048,2048,2048,512,16_32_2_2_4,16,32,2,2,4,bayesian,2,24.812719345092773,24.802095413208008,518.2725250974079,518.4944311258363,64,2592,18,0.5625
stencil,cuda,2048,2048,2048,512,16_32_2_4_1,16,32,2,4,1,random,1,16.27409553527832,16.27409553527832,790.1974228996728,790.1974228996728,128,2592,16,1.0
stencil,cuda,2048,2048,2048,512,16_32_2_4_2,16,32,2,4,2,bayesian;random,2,18.056935787200928,16.94647979736328,714.8814133514227,758.8448164910839,64,2592,18,0.5625
stencil,cuda,2048,2048,2048,512,16_32_2_4_4,16,32,2,4,4,random,1,25.322896003723145,25.322896003723145,507.8308717181981,507.8308717181981,32,2592,18,0.28125
stencil,cuda,2048,2048,2048,512,16_32_8_1_1,16,32,8,1,1,bayesian,1,23.637344360351562,23.637344360351562,544.0437028776583,544.0437028776583,512,3024,4,1.0
stencil,cuda,2048,2048,2048,512,16_32_8_1_2,16,32,8,1,2,random,2,22.008071899414062,21.303135871887207,584.9197376411214,603.6551815345849,256,3024,8,1.0
stencil,cuda,2048,2048,2048,512,16_32_8_1_4,16,32,8,1,4,bayesian;random,2,23.598544120788574,23.57744026184082,544.938644127699,545.4259753894067,128,3024,16,1.0
stencil,cuda,2048,2048,2048,512,16_32_8_2_1,16,32,8,2,1,bayesian;random,2,21.43840789794922,20.029135704040527,602.4495462107946,642.0520856227346,256,3024,8,1.0
stencil,cuda,2048,2048,2048,512,16_32_8_2_2,16,32,8,2,2,bayesian;random,2,18.796200275421143,18.533568382263184,684.3010454311652,693.8625140481264,128,3024,16,1.0
stencil,cuda,2048,2048,2048,512,16_32_8_2_4,16,32,8,2,4,bayesian;random,2,24.678775787353516,24.677807807922363,521.0853440458766,521.1057826567403,64,3024,16,0.5
stencil,cuda,2048,2048,2048,512,16_32_8_4_1,16,32,8,4,1,bayesian;random,4,17.48419976234436,17.068703651428223,735.9259138645239,753.410956954775,128,3024,16,1.0
stencil,cuda,2048,2048,2048,512,16_32_8_4_2,16,32,8,4,2,bayesian;random,4,18.700963735580444,17.557615280151367,688.6061955441902,732.431377884089,64,3024,16,0.5
stencil,cuda,2048,2048,2048,512,16_32_8_4_4,16,32,8,4,4,bayesian;random,3,25.3483149210612,25.331968307495117,507.32188532813285,507.64899892106337,32,3024,16,0.25
stencil,cuda,2048,2048,2048,512,16_64_0_1_2,16,64,0,1,2,bayesian;random,3,20.943050384521484,19.746623992919922,617.0578694490594,651.2378195184561,512,4752,4,1.0
stencil,cuda,2048,2048,2048,512,16_64_0_1_4,16,64,0,1,4,bayesian;random,4,22.54580807685852,22.488351821899414,570.3843698851413,571.8404111535212,256,4752,8,1.0
stencil,cuda,2048,2048,2048,512,16_64_0_4_1,16,64,0,4,1,bayesian,5,16.477721309661867,15.820639610290527,782.0851546037393,812.8462988080066,256,4752,8,1.0
stencil,cuda,2048,2048,2048,512,16_64_0_4_2,16,64,0,4,2,bayesian;random,4,17.662263870239258,17.13576030731201,728.6469707528368,750.4626652902357,128,4752,10,0.625
stencil,cuda,2048,2048,2048,512,16_64_0_4_4,16,64,0,4,4,random,2,24.052327632904053,24.041695594787598,534.6572298961106,534.8935686045405,64,4752,10,0.3125
stencil,cuda,2048,2048,2048,512,16_64_1_1_2,16,64,1,1,2,random,2,21.035215854644775,20.079855918884277,612.6074160255257,640.4303100554589,512,4824,4,1.0
stencil,cuda,2048,2048,2048,512,16_64_1_1_4,16,64,1,1,4,random,1,22.41312026977539,22.41312026977539,573.7598423251076,573.7598423251076,256,4824,8,1.0
stencil,cuda,2048,2048,2048,512,16_64_1_2_1,16,64,1,2,1,bayesian;random,3,21.003259023030598,20.75382423400879,612.3869537537105,619.6327099526574,512,4824,4,1.0
stencil,cuda,2048,2048,2048,512,16_64_1_2_2,16,64,1,2,2,random,1,19.04627227783203,19.04627227783203,675.1845276814335,675.1845276814335,256,4824,8,1.0
stencil,cuda,2048,2048,2048,512,16_64_1_2_4,16,64,1,2,4,bayesian;random,3,23.103477160135906,23.071184158325195,556.6158249331557,557.3943783617879,128,4824,10,0.625
stencil,cuda,2048,2048,2048,512,16_64_1_4_1,16,64,1,4,1,bayesian,3,16.293034712473553,15.887455940246582,789.995613181393,809.4277900984322,256,4824,8,1.0
stencil,cuda,2048,2048,2048,512,16_64_1_4_2,16,64,1,4,2,bayesian,2,17.24511194229126,16.534208297729492,746.9733534744131,777.7661996532319,128,4824,10,0.625
stencil,cuda,2048,2048,2048,512,16_64_1_4_4,16,64,1,4,4,random,1,24.139616012573242,24.139616012573242,532.7238157103218,532.7238157103218,64,4824,10,0.3125
stencil,cuda,2048,2048,2048,512,16_64_2_1_2,16,64,2,1,2,random,3,21.109445571899414,19.77076816558838,610.9649393269101,650.4425242506653,512,4896,4,1.0
stencil,cuda,2048,2048,2048,512,16_64_2_1_4,16,64,2,1,4,bayesian,1,22.678832054138184,22.678832054138184,567.0375053398526,567.0375053398526,256,4896,8,1.0
stencil,cuda,2048,2048,2048,512,16_64_2_2_1,16,64,2,2,1,random,1,19.439807891845703,19.439807891845703,661.5162260628202,661.5162260628202,512,4896,4,1.0
stencil,cuda,2048,2048,2048,512,16_64_2_2_2,16,64,2,2,2,bayesian;random,4,17.55807590484619,17.038607597351074,732.7027290750657,754.7417403989781,256,4896,8,1.0
stencil,cuda,2048,2048,2048,512,16_64_2_2_4,16,64,2,2,4,bayesian;random,5,23.440575790405273,23.40623950958252,548.6117368522328,549.4153961269693,128,4896,10,0.625
stencil,cuda,2048,2048,2048,512,16_64_2_4_1,16,64,2,4,1,bayesian;random,7,16.44222845349993,15.627455711364746,782.7106463812481,822.8945638699211,256,4896,8,1.0
stencil,cuda,2048,2048,2048,512,16_64_2_4_2,16,64,2,4,2,random,1,19.088768005371094,19.088768005371094,673.6814208429582,673.6814208429582,128,4896,10,0.625
stencil,cuda,2048,2048,2048,512,16_64_2_4_4,16,64,2,4,4,bayesian;random,2,24.075791835784912,24.062928199768066,534.136202490705,534.4215901422982,64,4896,10,0.3125
stencil,cuda,2048,2048,2048,512,16_64_8_1_4,16,64,8,1,4,bayesian;random,3,22.77191988627116,22.516736030578613,564.829931042804,571.1195590042871,256,5328,8,1.0
stencil,cuda,2048,2048,2048,512,16_64_8_2_2,16,64,8,2,2,random,1,16.739935874938965,16.739935874938965,768.2077427340735,768.2077427340735,256,5328,8,1.0
stencil,cuda,2048,2048,2048,512,16_64_8_2_4,16,64,8,2,4,bayesian;random,4,23.373111724853516,23.33686351776123,550.1949622675669,551.0487020765536,128,5328,9,0.5625
stencil,cuda,2048,2048,2048,512,16_64_8_4_1,16,64,8,4,1,bayesian;random,5,17.009670543670655,15.880992412567139,758.1474316805759,809.7572253622934,256,5328,8,1.0
stencil,cuda,2048,2048,2048,512,16_64_8_4_2,16,64,8,4,2,random,1,18.476975440979004,18.476975440979004,695.9877385277633,695.9877385277633,128,5328,9,0.5625
stencil,cuda,2048,2048,2048,512,16_64_8_4_4,16,64,8,4,4,bayesian,1,24.15827178955078,24.15827178955078,532.3124296317525,532.3124296317525,64,5328,9,0.28125
stencil,cuda,2048,2048,2048,512,32_128_0_2_4,32,128,0,2,4,bayesian,1,24.843039512634277,24.843039512634277,517.6398944847306,517.6398944847306,512,17680,2,0.5
stencil,cuda,2048,2048,2048,512,32_128_0_4_2,32,128,0,4,2,bayesian;random,4,17.053107976913452,16.33892822265625,755.0956679327979,787.0619282217134,512,17680,2,0.5
stencil,cuda,2048,2048,2048,512,32_128_0_4_4,32,128,0,4,4,bayesian,1,23.239295959472656,23.239295959472656,553.3622177894847,553.3622177894847,256,17680,2,0.25
stencil,cuda,2048,2048,2048,512,32_128_1_2_4,32,128,1,2,4,bayesian;random,2,24.9967360496521,24.982768058776855,514.4572612161433,514.7447361215108,512,17816,2,0.5
stencil,cuda,2048,2048,2048,512,32_128_1_4_2,32,128,1,4,2,bayesian;random,2,17.659992694854736,16.363536834716797,732.1310648794621,785.8782903654926,512,17816,2,0.5
stencil,cuda,2048,2048,2048,512,32_128_2_2_4,32,128,2,2,4,bayesian;random,2,24.776504039764404,24.769071578979492,519.030024921426,519.1857236552034,512,17952,2,0.5
stencil,cuda,2048,2048,2048,512,32_128_2_4_4,32,128,2,4,4,bayesian,2,23.144392013549805,23.128640174865723,555.6315456954976,556.0097028953264,256,17952,2,0.25
stencil,cuda,2048,2048,2048,512,32_128_8_2_4,32,128,8,2,4,bayesian;random,3,24.81486924489339,24.7729434967041,518.2285037938778,519.1045768828769,512,18768,2,0.5
stencil,cuda,2048,2048,2048,512,32_128_8_4_2,32,128,8,4,2,bayesian;random,5,17.566275215148927,16.509376525878906,733.384006841829,778.9360386712356,512,18768,2,0.5
stencil,cuda,2048,2048,2048,512,32_32_0_1_2,32,32,0,1,2,random,1,21.509199142456055,21.509199142456055,597.872020563365,597.872020563365,512,4624,4,1.0
stencil,cuda,2048,2048,2048,512,32_32_0_1_4,32,32,0,1,4,bayesian;random,5,23.788675117492676,23.719167709350586,540.5869797868169,542.1669305424415,256,4624,8,1.0
stencil,cuda,2048,2048,2048,512,32_32_0_2_2,32,32,0,2,2,bayesian,1,18.84505558013916,18.84505558013916,682.3937609158826,682.3937609158826,256,4624,8,1.0
stencil,cuda,2048,2048,2048,512,32_32_0_2_4,32,32,0,2,4,bayesian,2,24.62620782852173,24.622543334960938,522.1976816851625,522.2753871140827,128,4624,10,0.625
stencil,cuda,2048,2048,2048,512,32_32_0_4_1,32,32,0,4,1,bayesian;random,2,17.118239879608154,16.985231399536133,751.2761163985056,757.1135211234862,256,4624,8,1.0
stencil,cuda,2048,2048,2048,512,32_32_0_4_2,32,32,0,4,2,random,3,18.53730646769206,18.13007926940918,694.0154085582502,709.3045849886718,128,4624,10,0.625
stencil,cuda,2048,2048,2048,512,32_32_0_4_4,32,32,0,4,4,random,1,25.84220790863037,25.84220790863037,497.62576005378025,497.62576005378025,64,4624,10,0.3125
stencil,cuda,2048,2048,2048,512,32_32_1_1_2,32,32,1,1,2,bayesian;random,2,21.662391662597656,21.321727752685547,593.7908273050614,603.128813066299,512,4760,4,1.0
stencil,cuda,2048,2048,2048,512,32_32_1_1_4,32,32,1,1,4,random,1,23.63748836517334,23.63748836517334,544.0403884427548,544.0403884427548,256,4760,8,1.0
stencil,cuda,2048,2048,2048,512,32_32_1_2_1,32,32,1,2,1,bayesian;random,3,20.507423718770344,20.237135887145996,627.2402768287577,635.4529822655445,512,4760,4,1.0
stencil,cuda,2048,2048,2048,512,32_32_1_2_2,32,32,1,2,2,random,2,18.337624073028564,17.58174419403076,702.470260751704,731.4262003860832,256,4760,8,1.0
stencil,cuda,2048,2048,2048,512,32_32_1_2_4,32,32,1,2,4,bayesian;random,3,24.388805389404297,24.327824592590332,527.2824629915071,528.6024775070423,128,4760,10,0.625
stencil,cuda,2048,2048,2048,512,32_32_1_4_1,32,32,1,4,1,bayesian;random,4,17.736791610717773,16.555567741394043,727.1317946599058,776.7627515332289,256,4760,8,1.0
stencil,cuda,2048,2048,2048,512,32_32_1_4_2,32,32,1,4,2,random,1,18.20035171508789,18.20035171508789,706.5659253902995,706.5659253902995,128,4760,10,0.625
stencil,cuda,2048,2048,2048,512,32_32_1_4_4,32,32,1,4,4,bayesian;random,3,25.91481590270996,25.906847953796387,496.2315410536913,496.3841365392942,64,4760,10,0.3125
stencil,cuda,2048,2048,2048,512,32_32_2_1_4,32,32,2,1,4,bayesian;random,4,23.957388162612915,23.936720848083496,536.7762734644434,537.2393501021098,256,4896,8,1.0
stencil,cuda,2048,2048,2048,512,32_32_2_2_1,32,32,2,2,1,random,2,20.262752056121826,20.247920036315918,634.6499827197897,635.1145366504427,512,4896,4,1.0
stencil,cuda,2048,2048,2048,512,32_32_2_2_2,32,32,2,2,2,bayesian;random,2,18.5027437210083,18.286015510559082,695.1138254867333,703.2559031011574,256,4896,8,1.0
stencil,cuda,2048,2048,2048,512,32_32_2_2_4,32,32,2,2,4,bayesian,2,24.746647834777832,24.741775512695312,519.6561949063258,519.7585090609808,128,4896,10,0.625
stencil,cuda,2048,2048,2048,512,32_32_2_4_1,32,32,2,4,1,random,1,18.657983779907227,18.657983779907227,689.2356914710504,689.2356914710504,256,4896,8,1.0
stencil,cuda,2048,2048,2048,512,32_32_2_4_2,32,32,2,4,2,bayesian;random,3,18.20516808827718,17.35806369781494,708.0594319676055,740.8515474925239,128,4896,10,0.625
stencil,cuda,2048,2048,2048,512,32_32_8_1_2,32,32,8,1,2,bayesian;random,5,21.77682247161865,21.595616340637207,590.6693886376329,595.4795709072389,512,5712,4,1.0
stencil,cuda,2048,2048,2048,512,32_32_8_1_4,32,32,8,1,4,bayesian,1,23.76257610321045,23.76257610321045,541.1765246387819,541.1765246387819,256,5712,8,1.0
stencil,cuda,2048,2048,2048,512,32_32_8_2_1,32,32,8,2,1,random,2,21.39788007736206,20.346735954284668,602.4361190077177,632.030040636172,512,5712,4,1.0
stencil,cuda,2048,2048,2048,512,32_32_8_2_2,32,32,8,2,2,bayesian;random,4,18.452879905700684,17.563023567199707,698.5426025177926,732.2058359026839,256,5712,8,1.0
stencil,cuda,2048,2048,2048,512,32_32_8_2_4,32,32,8,2,4,bayesian,1,24.645967483520508,24.645967483520508,521.7790034251507,521.7790034251507,128,5712,8,0.5
stencil,cuda,2048,2048,2048,512,32_32_8_4_1,32,32,8,4,1,random,1,16.97755241394043,16.97755241394043,757.4559652921901,757.4559652921901,256,5712,8,1.0
stencil,cuda,2048,2048,2048,512,32_32_8_4_2,32,32,8,4,2,bayesian;random,4,18.253064155578613,16.822080612182617,706.1690047506561,764.4564693553376,128,5712,8,0.5
stencil,cuda,2048,2048,2048,512,32_32_8_4_4,32,32,8,4,4,bayesian,2,25.908648014068604,25.877967834472656,496.35034516889993,496.9381071286913,64,5712,8,0.25
stencil,cuda,2048,2048,2048,512,32_64_0_1_4,32,64,0,1,4,bayesian;random,2,22.696159839630127,22.693967819213867,566.6045957915746,566.6593190950189,512,8976,4,1.0
stencil,cuda,2048,2048,2048,512,32_64_0_2_2,32,64,0,2,2,bayesian;random,4,17.56052803993225,17.065728187561035,732.760113034858,753.542316546052,512,8976,4,1.0
stencil,cuda,2048,2048,2048,512,32_64_0_2_4,32,64,0,2,4,bayesian,2,23.60324001312256,23.583680152893066,544.8301663702445,545.2816637874248,256,8976,5,0.625
stencil,cuda,2048,2048,2048,512,32_64_0_4_1,32,64,0,4,1,bayesian;random,2,17.276959896087646,17.273759841918945,744.3293768418542,744.46724220356,512,8976,4,1.0
stencil,cuda,2048,2048,2048,512,32_64_0_4_2,32,64,0,4,2,bayesian;random,2,17.18340826034546,16.7848482131958,748.7845375398101,766.1521980216662,256,8976,5,0.625
stencil,cuda,2048,2048,2048,512,32_64_0_4_4,32,64,0,4,4,bayesian;random,4,23.92853593826294,23.887856483459473,537.4241464474742,538.3383126445187,128,8976,5,0.3125
stencil,cuda,2048,2048,2048,512,32_64_1_1_4,32,64,1,1,4,bayesian;random,3,22.726186752319336,22.69825553894043,565.8564388165556,566.5522766689365,512,9112,4,1.0
stencil,cuda,2048,2048,2048,512,32_64_1_2_2,32,64,1,2,2,bayesian,2,17.452775955200195,17.185152053833008,737.0044110697133,748.3057648670463,512,9112,4,1.0
stencil,cuda,2048,2048,2048,512,32_64_1_4_1,32,64,1,4,1,bayesian;random,2,16.903871536254883,16.90236759185791,760.7575830313884,760.8252679461726,512,9112,4,1.0
stencil,cuda,2048,2048,2048,512,32_64_1_4_4,32,64,1,4,4,random,1,23.91641616821289,23.91641616821289,537.6954582807346,537.6954582807346,128,9112,5,0.3125
stencil,cuda,2048,2048,2048,512,32_64_2_1_4,32,64,2,1,4,bayesian;random,3,22.77989323933919,22.743824005126953,564.5227637354549,565.4171589219619,512,9248,4,1.0
stencil,cuda,2048,2048,2048,512,32_64_2_2_2,32,64,2,2,2,bayesian,2,18.698984146118164,18.49396800994873,687.807118600346,695.3482532835661,512,9248,4,1.0
stencil,cuda,2048,2048,2048,512,32_64_2_2_4,32,64,2,2,4,bayesian;random,2,23.598495483398438,23.53894329071045,544.9428018383213,546.3179970816723,256,9248,5,0.625
stencil,cuda,2048,2048,2048,512,32_64_2_4_1,32,64,2,4,1,bayesian;random,4,16.537416219711304,16.25279998779297,777.8661813288703,791.2327944513316,512,9248,4,1.0
stencil,cuda,2048,2048,2048,512,32_64_2_4_4,32,64,2,4,4,bayesian,1,23.93132781982422,23.93132781982422,537.3604193139358,537.3604193139358,128,9248,5,0.3125
stencil,cuda,2048,2048,2048,512,32_64_8_1_4,32,64,8,1,4,bayesian;random,3,22.72922643025716,22.706815719604492,565.7807501661143,566.3386936679641,512,10064,4,1.0
stencil,cuda,2048,2048,2048,512,32_64_8_2_2,32,64,8,2,2,random,1,17.65459156036377,17.65459156036377,728.4081485561724,728.4081485561724,512,10064,4,1.0
stencil,cuda,2048,2048,2048,512,32_64_8_4_1,32,64,8,4,1,bayesian;random,6,17.004151980082195,15.753520011901855,758.4618270654238,816.309519541309,512,10064,4,1.0
stencil,cuda,2048,2048,2048,512,32_64_8_4_4,32,64,8,4,4,bayesian;random,4,23.811000108718872,23.7979679107666,540.0760229696514,540.371698971072,128,10064,4,0.25
stencil,cuda,2048,2048,2048,512,64_128_0_4_4,64,128,0,4,4,random,1,23.877488136291504,23.877488136291504,538.5720758648147,538.5720758648147,512,34320,1,0.25
stencil,cuda,2048,2048,2048,512,64_128_1_4_4,64,128,1,4,4,bayesian,2,23.921879768371582,23.911328315734863,537.5727567564511,537.8098691212247,512,34584,1,0.25
stencil,cuda,2048,2048,2048,512,64_128_2_4_4,64,128,2,4,4,random,1,23.890304565429688,23.890304565429688,538.2831481608073,538.2831481608073,512,34848,1,0.25
stencil,cuda,2048,2048,2048,512,64_128_8_4_4,64,128,8,4,4,random,2,23.89791202545166,23.888463973999023,538.1118797453553,538.3246225457177,512,36432,1,0.25
stencil,cuda,2048,2048,2048,512,64_32_0_1_4,64,32,0,1,4,bayesian;random,2,24.47380781173706,24.455535888671875,525.4497223695239,525.8420183692153,512,8976,4,1.0
stencil,cuda,2048,2048,2048,512,64_32_0_2_2,64,32,0,2,2,bayesian,2,19.11740016937256,18.70635223388672,672.9835697197791,687.4535554133561,512,8976,4,1.0
stencil,cuda,2048,2048,2048,512,64_32_0_4_1,64,32,0,4,1,random,2,17.687335968017578,17.638848304748535,727.065117037341,729.0582769249193,512,8976,4,1.0
stencil,cuda,2048,2048,2048,512,64_32_0_4_2,64,32,0,4,2,bayesian,1,19.19875144958496,19.19875144958496,669.8221176397386,669.8221176397386,256,8976,5,0.625
stencil,cuda,2048,2048,2048,512,64_32_0_4_4,64,32,0,4,4,random,2,25.70473623275757,25.681008338928223,500.2875420853709,500.7493546313257,128,8976,5,0.3125
stencil,cuda,2048,2048,2048,512,64_32_1_1_4,64,32,1,1,4,bayesian;random,2,24.550984382629395,24.51414394378662,523.7988468414353,524.5848429987475,512,9240,4,1.0
stencil,cuda,2048,2048,2048,512,64_32_1_2_4,64,32,1,2,4,bayesian;random,5,24.690496253967286,24.6704158782959,520.8383909437734,521.2619201654205,256,9240,5,0.625
stencil,cuda,2048,2048,2048,512,64_32_1_4_1,64,32,1,4,1,bayesian,1,17.788064002990723,17.788064002990723,722.942550118882,722.942550118882,512,9240,4,1.0
stencil,cuda,2048,2048,2048,512,64_32_1_4_2,64,32,1,4,2,bayesian;random,2,17.99173593521118,17.584336280822754,715.1252918309033,731.318381690907,256,9240,5,0.625
stencil,cuda,2048,2048,2048,512,64_32_1_4_4,64,32,1,4,4,random,2,25.712120056152344,25.699456214904785,500.1435682252319,500.3899010338513,128,9240,5,0.3125
stencil,cuda,2048,2048,2048,512,64_32_2_1_4,64,32,2,1,4,bayesian;random,2,24.6294002532959,24.580384254455566,522.1320516575668,523.1711684763014,512,9504,4,1.0
stencil,cuda,2048,2048,2048,512,64_32_2_2_2,64,32,2,2,2,bayesian;random,5,18.82356491088867,17.627392768859863,684.545476910672,729.5320709434538,512,9504,4,1.0
stencil,cuda,2048,2048,2048,512,64_32_2_2_4,64,32,2,2,4,bayesian;random,3,24.96137587229411,24.932080268859863,515.1863843598617,515.7912301470411,256,9504,5,0.625
stencil,cuda,2048,2048,2048,512,64_32_2_4_2,64,32,2,4,2,bayesian,2,18.19262456893921,17.44520092010498,708.0611587092483,737.1510601049938,256,9504,5,0.625
stencil,cuda,2048,2048,2048,512,64_32_2_4_4,64,32,2,4,4,bayesian,1,25.566495895385742,25.566495895385742,502.99221311438833,502.99221311438833,128,9504,5,0.3125
stencil,cuda,2048,2048,2048,512,64_32_8_2_2,64,32,8,2,2,bayesian,1,19.67846393585205,19.67846393585205,653.4935040621193,653.4935040621193,512,11088,4,1.0
stencil,cuda,2048,2048,2048,512,64_32_8_2_4,64,32,8,2,4,random,2,24.851704120635986,24.833919525146484,517.459683061272,517.8299921193832,256,11088,4,0.5
stencil,cuda,2048,2048,2048,512,64_32_8_4_1,64,32,8,4,1,random,1,17.854175567626953,17.854175567626953,720.2655929583885,720.2655929583885,512,11088,4,1.0
stencil,cuda,2048,2048,2048,512,64_32_8_4_4,64,32,8,4,4,bayesian;random,3,25.567909240722656,25.549216270446777,502.9645641751649,503.33240033179,128,11088,4,0.25
stencil,cuda,2048,2048,2048,512,64_64_0_2_4,64,64,0,2,4,random,1,24.46134376525879,24.46134376525879,525.7171672745162,525.7171672745162,512,17424,2,0.5
stencil,cuda,2048,2048,2048,512,64_64_0_4_2,64,64,0,4,2,random,3,16.872341791788738,16.62112045288086,762.4844515061958,773.6992453941986,512,17424,2,0.5
stencil,cuda,2048,2048,2048,512,64_64_0_4_4,64,64,0,4,4,bayesian,1,24.16111946105957,24.16111946105957,532.2496903641419,532.2496903641419,256,17424,2,0.25
stencil,cuda,2048,2048,2048,512,64_64_1_2_4,64,64,1,2,4,random,1,24.41233539581299,24.41233539581299,526.7725575409554,526.7725575409554,512,17688,2,0.5
stencil,cuda,2048,2048,2048,512,64_64_1_4_2,64,64,1,4,2,bayesian,1,16.57516860961914,16.57516860961914,775.844195306529,775.844195306529,512,17688,2,0.5
stencil,cuda,2048,2048,2048,512,64_64_1_4_4,64,64,1,4,4,bayesian;random,2,24.171512126922607,24.15651226043701,532.021051752693,532.3512025807386,256,17688,2,0.25
stencil,cuda,2048,2048,2048,512,64_64_2_2_4,64,64,2,2,4,bayesian,1,24.39703941345215,24.39703941345215,527.102823177362,527.102823177362,512,17952,2,0.5
stencil,cuda,2048,2048,2048,512,64_64_2_4_4,64,64,2,4,4,random,1,24.151887893676758,24.151887893676758,532.4531319709723,532.4531319709723,256,17952,2,0.25
stencil,cuda,2048,2048,2048,512,64_64_8_2_4,64,64,8,2,4,bayesian;random,5,24.491990280151366,24.452176094055176,525.0603146441988,525.9142704737214,512,19536,2,0.5
stencil,cuda,2048,2048,2048,512,64_64_8_4_2,64,64,8,4,2,bayesian;random,4,17.88926362991333,17.2423677444458,719.5421880972891,745.8226470168198,512,19536,2,0.5
stencil,cuda,2048,2048,2048,512,64_64_8_4_4,64,64,8,4,4,bayesian;random,3,24.149231910705566,24.101696014404297,532.5128308363659,533.5619677683436,256,19536,2,0.25
stencil,cuda,4096,4096,4096,512,16_128_0_1_4,16,128,0,1,4,bayesian;random,2,101.9476490020752,101.91521453857422,505.05621176816226,505.2168945051051,512,9360,4,1.0
